Pokemon,Fast Move,Charged Move,DPS,TDO,DPS^3*TDO,CP
Flygon,Mud Shot,Earth Power,12.683,330.2,673.6,2661
Jynx,Confusion,Psyshock,13.459,276,672.8,2555
Mew,Steel Wing,Dazzling Gleam,11.57,433.6,671.5,3265
Mew,Pound,Surf,11.569,433.5,671.3,3265
Vileplume,Razor Leaf,Solar Beam,12.829,317.6,670.5,2559
Aerodactyl,Rock Throw,Earth Power,12.827,317.5,670.1,2783
Mew,Snarl,Thunderbolt,11.563,433.3,669.8,3265
Mew,Dragon Tail,Dazzling Gleam,11.561,433.2,669.3,3265
Mew,Shadow Claw,Dazzling Gleam,11.556,433,668.2,3265
Moltres,Fire Spin,Ancient Power,12.19,368.1,666.8,3465
Arcanine,Bite,Return,12.435,346.8,666.7,3029
Mew,Charge Beam,Psyshock,11.546,432.7,666.1,3265
Mew,Steel Wing,Thunderbolt,11.546,432.7,665.9,3265
Mew,Pound,Dazzling Gleam,11.539,432.4,664.4,3265
Arcanine,Bite,Fire Blast,12.424,346.4,664.3,3029
Mew,Frost Breath,Grass Knot,11.537,432.3,663.9,3265
Mew,Frost Breath,Wild Charge,11.537,432.3,663.9,3265
Mew,Dragon Tail,Thunderbolt,11.536,432.3,663.7,3265
Donphan,Tackle,Earthquake,12.11,373.1,662.6,3013
Mew,Shadow Claw,Thunderbolt,11.528,432,661.7,3265
Scyther,Fury Cutter,X-Scissor,12.877,309.1,660.1,2706
Infernape,Rock Smash,Flamethrower,13.031,297.2,657.6,2683
Lucario,Bullet Punch,Power-Up Punch,13.359,275.7,657.3,2703
Magneton,Thunder Shock,Discharge,13.563,263.3,656.9,2485
Mew,Pound,Thunderbolt,11.505,431.2,656.7,3265
Magmortar,Fire Spin,Brick Break,12.674,322.4,656.4,3132
Donphan,Counter,Play Rough,12.074,372,654.8,3013
Mew,Steel Wing,Hyper Beam,11.497,430.8,654.7,3265
Mew,Shadow Claw,Hyper Beam,11.493,430.7,653.8,3265
Victreebel,Razor Leaf,Solar Beam,13.228,282.3,653.3,2431
Electivire,Low Kick,Thunder Punch,12.814,310.2,652.8,3079
Mew,Pound,Hyper Beam,11.488,430.5,652.7,3265
Scyther,Fury Cutter,Return,12.835,308.1,651.6,2706
Celebi,Charge Beam,Seed Bomb,11.482,430.3,651.4,3265
Emboar,Ember,Rock Slide,12.663,320.7,651.1,2982
Jynx,Confusion,Ice Punch,13.347,273.7,650.8,2555
Omastar,Water Gun,Hydro Pump,12.343,346,650.6,2786
Charizard,Air Slash,Fire Blast,12.549,329.1,650.3,2889
Carnivine,Vine Whip,Power Whip,13.371,271.8,649.7,2159
Mew,Snarl,Hyper Beam,11.475,430,649.6,3265
Regirock,Rock Throw,Stone Edge,10.891,502,648.5,3122
Blaziken,Fire Spin,Brave Bird,13.069,290.1,647.5,2848
Snorlax,Zen Headbutt,Hyper Beam,11.011,485.1,647.5,3225
Golem,Mud Slap,Rock Blast,12.089,366.3,647.3,2949
Mew,Dragon Tail,Hyper Beam,11.462,429.5,646.8,3265
Meganium,Razor Leaf,Frenzy Plant,12.029,371.3,646.3,2410
Magneton,Thunder Shock,Magnet Bomb,13.504,262.1,645.5,2485
Ho-Oh,Hidden Power,Brave Bird,11.19,460.6,645.3,3863
Ho-Oh,Hidden Power,Brave Bird,11.19,460.6,645.3,3863
Ho-Oh,Hidden Power,Brave Bird,11.19,460.6,645.3,3863
Ho-Oh,Hidden Power,Brave Bird,11.19,460.6,645.3,3863
Ho-Oh,Hidden Power,Brave Bird,11.19,460.6,645.3,3863
Ho-Oh,Hidden Power,Brave Bird,11.19,460.6,645.3,3863
Ho-Oh,Hidden Power,Brave Bird,11.19,460.6,645.3,3863
Ho-Oh,Hidden Power,Brave Bird,11.19,460.6,645.3,3863
Ho-Oh,Hidden Power,Brave Bird,11.19,460.6,645.3,3863
Ho-Oh,Hidden Power,Brave Bird,11.19,460.6,645.3,3863
Ho-Oh,Hidden Power,Brave Bird,11.19,460.6,645.3,3863
Ho-Oh,Hidden Power,Brave Bird,11.19,460.6,645.3,3863
Ho-Oh,Hidden Power,Brave Bird,11.19,460.6,645.3,3863
Ho-Oh,Hidden Power,Brave Bird,11.19,460.6,645.3,3863
Starmie,Tackle,Psychic,12.875,302.3,645,2584
Alakazam,Psycho Cut,Fire Punch,13.345,271.4,644.9,3057
Sharpedo,Bite,Hydro Pump,15,190.8,643.9,2181
Mew,Charge Beam,Grass Knot,11.447,429,643.3,3265
Mew,Charge Beam,Wild Charge,11.447,429,643.3,3265
Lugia,Dragon Tail,Hydro Pump,10.334,582.7,643.1,3703
Haunter,Shadow Claw,Sludge Bomb,15.178,183.8,642.6,1963
Magneton,Spark,Discharge,13.482,261.7,641.2,2485
Venusaur,Vine Whip,Return,12.189,353.8,640.6,2720
Houndoom,Snarl,Crunch,13.116,283.7,640,2635
Venusaur,Vine Whip,Petal Blizzard,12.184,353.6,639.6,2720
Mew,Poison Jab,Dazzling Gleam,11.429,428.3,639.5,3265
Haunter,Lick,Sludge Bomb,15.158,183.5,639.1,1963
Mew,Struggle Bug,Psyshock,11.427,428.2,638.9,3265
Porygon-Z,Lock-On,Zap Cannon,12.72,310.2,638.5,3266
Mew,Poison Jab,Surf,11.422,428,637.8,3265
Leafeon,Razor Leaf,Energy Ball,12.181,352.1,636.5,2944
Heracross,Struggle Bug,Close Combat,12.312,339.8,634.2,3101
Floatzel,Waterfall,Hydro Pump,13.504,257.5,634.1,2443
Machamp,Karate Chop,Stone Edge,12.4,332.4,633.8,3056
Rhydon,Mud Slap,Megahorn,11.859,379.6,633.2,3179
Staraptor,Wing Attack,Brave Bird,12.891,295.4,632.8,2825
Magneton,Spark,Magnet Bomb,13.429,260.6,631.2,2485
Pinsir,Fury Cutter,Superpower,12.687,308.7,630.4,2959
Mew,Steel Wing,Blizzard,11.387,426.7,630.1,3265
Mew,Poison Jab,Thunderbolt,11.38,426.5,628.6,3265
Snorlax,Lick,Outrage,10.924,481.3,627.4,3225
Mew,Steel Wing,Focus Blast,11.374,426.2,627.2,3265
Typhlosion,Shadow Claw,Fire Blast,12.436,326.1,627.2,2889
Mew,Shadow Claw,Blizzard,11.373,426.2,626.9,3265
Mew,Rock Smash,Psyshock,11.371,426.1,626.6,3265
Tangela,Vine Whip,Grass Knot,12.884,292.8,626.3,2238
Tangela,Vine Whip,Power Whip,12.884,292.8,626.3,2238
Rhydon,Rock Smash,Earthquake,11.826,378.6,626.2,3179
Empoleon,Metal Claw,Blizzard,12.061,356.7,625.8,2900
Jolteon,Thunder Shock,Thunder,12.663,308.2,625.8,2888
Mew,Cut,Solar Beam,11.364,425.9,625.1,3265
Mew,Shadow Claw,Focus Blast,11.359,425.7,623.8,3265
Alolan Raichu,Thunder Shock,Psychic,13.299,265.2,623.6,2286
Mew,Pound,Blizzard,11.355,425.5,622.9,3265
Latias,Zen Headbutt,Thunder,11.38,422.5,622.6,3510
Articuno,Ice Shard,Ice Beam,11.261,435.5,621.9,3051
Absol,Psycho Cut,Dark Pulse,13.894,231.7,621.5,2526
Mew,Dragon Tail,Blizzard,11.346,425.2,620.9,3265
Floatzel,Water Gun,Hydro Pump,13.432,256.1,620.7,2443
Pinsir,Bug Bite,Close Combat,12.635,307.5,620.1,2959
Muk,Poison Jab,Return,11.78,379.1,619.7,2757
Mew,Pound,Focus Blast,11.339,424.9,619.5,3265
Donphan,Charm,Earthquake,11.906,366.9,619.1,3013
Gyarados,Bite,Dragon Pulse,11.77,379.2,618.3,3391
Gyarados,Dragon Breath,Dragon Pulse,11.77,379.2,618.3,3391
Mew,Dragon Tail,Focus Blast,11.333,424.7,618.3,3265
Typhlosion,Shadow Claw,Solar Beam,12.385,324.8,616.9,2889
Scyther,Fury Cutter,Bug Buzz,12.658,303.9,616.4,2706
Mew,Snarl,Blizzard,11.32,424.2,615.3,3265
Raikou,Volt Switch,Thunder,11.744,379.9,615.3,3452
Breloom,Bullet Seed,Seed Bomb,13.455,252.4,614.8,2628
Charizard,Ember,Return,12.371,324.4,614.3,2889
Alolan Muk,Snarl,Dark Pulse,11.751,378.2,613.6,2757
Mew,Poison Jab,Hyper Beam,11.311,423.9,613.5,3265
Shiftry,Feint Attack,Foul Play,13.081,274.1,613.5,2333
Regice,Frost Breath,Blizzard,10.737,494.9,612.5,3122
Mew,Snarl,Focus Blast,11.306,423.7,612.4,3265
Crobat,Bite,Sludge Bomb,12.094,345,610.4,2646
Empoleon,Metal Claw,Flash Cannon,11.982,354.3,609.6,2900
Mew,Struggle Bug,Grass Knot,11.292,423.1,609.2,3265
Mew,Struggle Bug,Wild Charge,11.292,423.1,609.2,3265
Mamoswine,Mud Slap,Ancient Power,12.066,346.5,608.7,3328
Togekiss,Hidden Power,Flamethrower,11.539,395.7,607.9,3332
Raichu,Thunder Shock,Wild Charge,13.273,259.9,607.8,2182
Alolan Muk,Poison Jab,Dark Pulse,11.717,377.1,606.6,2757
Mew,Cut,Overheat,11.274,422.5,605.3,3265
Armaldo,Fury Cutter,Rock Blast,12.385,318.4,604.8,2848
Torterra,Bite,Earthquake,11.675,379.9,604.6,2934
Jynx,Frost Breath,Psyshock,13.097,268.6,603.3,2555
Alolan Raichu,Spark,Psychic,13.189,263,603.2,2286
Articuno,Ice Shard,Blizzard,11.171,432,602.2,3051
Luxray,Spark,Hyper Beam,12.542,305.1,602,2888
Mew,Steel Wing,Rock Slide,11.257,421.9,601.8,3265
Shiftry,Razor Leaf,Foul Play,13.011,272.6,600.5,2333
Lucario,Bullet Punch,Close Combat,13.06,269.5,600.3,2703
Kingdra,Dragon Breath,Hydro Pump,12.049,342.5,599.1,2641
Mew,Infestation,Solar Beam,11.24,421.2,598.1,3265
Scyther,Air Slash,X-Scissor,12.562,301.6,597.8,2706
Mew,Dragon Tail,Rock Slide,11.235,421,597.2,3265
Empoleon,Waterfall,Blizzard,11.92,352.5,596.9,2900
Samurott,Waterfall,Blizzard,12.126,334.3,596.1,2826
Snorlax,Zen Headbutt,Skull Bash,10.782,475,595.4,3225
Charizard,Ember,Fire Blast,12.273,321.9,595,2889
Typhlosion,Ember,Fire Blast,12.273,321.9,595,2889
Mew,Steel Wing,Dragon Claw,11.224,420.6,594.8,3265
Muk,Lick,Gunk Shot,11.656,375.1,594,2757
Sharpedo,Bite,Crunch,14.701,187,593.9,2181
Mew,Shadow Claw,Rock Slide,11.219,420.4,593.7,3265
Mew,Rock Smash,Grass Knot,11.217,420.3,593.2,3265
Mew,Rock Smash,Wild Charge,11.217,420.3,593.2,3265
Gyarados,Dragon Tail,Crunch,11.647,375.3,593,3391
Aerodactyl,Rock Throw,Iron Head,12.433,307.8,591.4,2783
Sharpedo,Waterfall,Hydro Pump,14.681,186.7,590.8,2181
Electivire,Thunder Shock,Ice Punch,12.497,302.6,590.5,3079
Electivire,Low Kick,Thunder,12.494,302.5,590,3079
Omastar,Rock Throw,Rock Blast,12.043,337.6,589.6,2786
Alolan Muk,Bite,Dark Pulse,11.633,374.4,589.3,2757
Mew,Dragon Tail,Dragon Claw,11.198,419.6,589.3,3265
Porygon2,Lock-On,Hyper Beam,11.957,344.7,589.2,2711
Kabutops,Waterfall,Stone Edge,12.55,297.6,588.3,2713
Azelf,Confusion,Swift,12.703,286.8,587.9,3210
Jynx,Pound,Psyshock,13.012,266.8,587.7,2555
Luxray,Snarl,Hyper Beam,12.467,303.3,587.6,2888
Aerodactyl,Rock Throw,Ancient Power,12.411,307.2,587.3,2783
Mew,Snarl,Rock Slide,11.188,419.3,587.1,3265
Mew,Waterfall,Solar Beam,11.186,419.2,586.8,3265
Raichu,Spark,Wild Charge,13.153,257.6,586.1,2182
Mew,Poison Jab,Blizzard,11.182,419.1,586,3265
Golem,Rock Throw,Ancient Power,11.792,357.3,585.9,2949
Golem,Rock Throw,Ancient Power,11.792,357.3,585.9,2949
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Porygon-Z,Hidden Power,Blizzard,12.45,303.6,585.9,3266
Typhlosion,Ember,Solar Beam,12.224,320.6,585.5,2889
Mew,Shadow Claw,Dragon Claw,11.178,418.9,585.1,3265
Empoleon,Waterfall,Flash Cannon,11.858,350.6,584.6,2900
Lunatone,Rock Throw,Psychic,12.258,317.3,584.5,2327
Solrock,Rock Throw,Psychic,12.258,317.3,584.5,2327
Regirock,Rock Throw,Focus Blast,10.611,489.1,584.3,3122
Mew,Pound,Rock Slide,11.173,418.7,584,3265
Mew,Poison Jab,Focus Blast,11.172,418.7,583.8,3265
Machamp,Bullet Punch,Cross Chop,12.145,325.6,583.2,3056
Mew,Volt Switch,Psyshock,11.167,418.5,582.8,3265
Donphan,Counter,Heavy Slam,11.726,361.3,582.5,3013
Weavile,Ice Shard,Focus Blast,12.46,300.8,581.8,3005
Sharpedo,Waterfall,Crunch,14.624,186,581.7,2181
Magnezone,Spark,Mirror Shot,11.944,341,581.1,3205
Flygon,Mud Shot,Dragon Claw,12.219,318.1,580.3,2661
Machamp,Bullet Punch,Close Combat,12.13,325.2,580.3,3056
Mew,Cut,Dazzling Gleam,11.153,418,579.9,3265
Porygon-Z,Charge Beam,Blizzard,12.418,302.9,579.9,3266
Mew,Steel Wing,Ice Beam,11.151,417.9,579.5,3265
Scyther,Air Slash,Return,12.456,299,577.9,2706
Drapion,Bite,Sludge Bomb,11.96,336.8,576.1,2453
Mew,Infestation,Overheat,11.134,417.2,575.8,3265
Mew,Dragon Tail,Ice Beam,11.126,417,574.3,3265
Poliwrath,Rock Smash,Dynamic Punch,11.697,358.6,573.9,2586
Mew,Snarl,Dragon Claw,11.124,416.9,573.8,3265
Mew,Pound,Dragon Claw,11.123,416.8,573.5,3265
Mew,Waterfall,Dazzling Gleam,11.12,416.7,573,3265
Scyther,Steel Wing,X-Scissor,12.425,298.3,572.2,2706
Walrein,Waterfall,Blizzard,11.384,387.8,572.1,2726
Honchkrow,Peck,Brave Bird,13.058,256.6,571.4,2711
Mew,Infestation,Dazzling Gleam,11.112,416.4,571.4,3265
Mew,Shadow Claw,Ice Beam,11.11,416.3,570.9,3265
Mew,Waterfall,Overheat,11.11,416.3,570.8,3265
Scyther,Air Slash,Bug Buzz,12.407,297.9,568.9,2706
Arcanine,Fire Fang,Crunch,11.95,333.2,568.6,3029
Mew,Frost Breath,Solar Beam,11.096,415.8,568,3265
Nidoqueen,Poison Jab,Earth Power,11.827,342.6,566.7,2488
Jynx,Frost Breath,Ice Punch,12.89,264.3,566.1,2555
Machamp,Bullet Punch,Submission,12.055,323.2,566.1,3056
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Togekiss,Hidden Power,Aerial Ace,11.332,388.6,565.6,3332
Magneton,Charge Beam,Discharge,13.064,253.6,565.3,2485
Cloyster,Frost Breath,Avalanche,11.858,339,565.1,2547
Milotic,Waterfall,Hyper Beam,11.079,415.6,565.1,3005
Ampharos,Charge Beam,Zap Cannon,11.881,336.8,564.8,2852
Lunatone,Confusion,Psychic,12.154,314.6,564.7,2327
Solrock,Confusion,Psychic,12.154,314.6,564.7,2327
Feraligatr,Bite,Hydro Pump,11.708,351.3,563.9,2857
Mew,Poison Jab,Rock Slide,11.074,415,563.5,3265
Machamp,Bullet Punch,Heavy Slam,12.035,322.6,562.3,3056
Muk,Acid,Return,11.492,369.8,561.3,2757
Pinsir,Rock Smash,X-Scissor,12.323,299.9,561.2,2959
Magneton,Charge Beam,Magnet Bomb,13.037,253,560.7,2485
Mew,Pound,Ice Beam,11.06,414.5,560.7,3265
Starmie,Water Gun,Hydro Pump,12.43,291.8,560.4,2584
Mew,Snarl,Ice Beam,11.058,414.4,560.3,3265
Haunter,Astonish,Shadow Ball,14.665,177.5,559.9,1963
Venusaur,Razor Leaf,Return,11.784,342,559.7,2720
Heracross,Struggle Bug,Earthquake,11.929,329.2,558.8,3101
Mew,Cut,Thunderbolt,11.049,414.1,558.6,3265
Articuno,Frost Breath,Hurricane,10.962,423.9,558.3,3051
Articuno,Frost Breath,Return,10.957,423.7,557.4,3051
Mew,Cut,Surf,11.042,413.8,557.1,3265
Emboar,Low Kick,Heat Wave,12.177,308.4,556.8,2982
Regirock,Rock Throw,Zap Cannon,10.484,483.2,556.8,3122
Mew,Waterfall,Thunderbolt,11.034,413.5,555.4,3265
Golem,Mud Slap,Ancient Power,11.635,352.6,555.3,2949
Golem,Mud Slap,Ancient Power,11.635,352.6,555.3,2949
Mew,Poison Jab,Dragon Claw,11.031,413.4,554.9,3265
Mew,Waterfall,Surf,11.028,413.3,554.2,3265
Chandelure,Hex,Energy Ball,12.425,288.8,553.9,3268
Arcanine,Fire Fang,Bulldoze,11.867,330.9,553,3029
Gyarados,Bite,Crunch,11.439,368.6,551.6,3391
Gyarados,Dragon Breath,Crunch,11.439,368.6,551.6,3391
Charizard,Air Slash,Dragon Claw,12.041,315.8,551.3,2889
Gengar,Sucker Punch,Focus Blast,12.987,251.3,550.3,2878
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Porygon-Z,Hidden Power,Zap Cannon,12.255,298.9,550.2,3266
Donphan,Charm,Play Rough,11.558,356.1,549.8,3013
Milotic,Waterfall,Blizzard,11.003,412.7,549.8,3005
Moltres,Wing Attack,Ancient Power,11.615,350.7,549.6,3465
Charizard,Wing Attack,Dragon Claw,12.032,315.5,549.5,2889
Starmie,Hidden Power,Psychic,12.367,290.4,549.2,2584
Starmie,Hidden Power,Psychic,12.367,290.4,549.2,2584
Starmie,Hidden Power,Psychic,12.367,290.4,549.2,2584
Starmie,Hidden Power,Psychic,12.367,290.4,549.2,2584
Starmie,Hidden Power,Psychic,12.367,290.4,549.2,2584
Starmie,Hidden Power,Psychic,12.367,290.4,549.2,2584
Starmie,Hidden Power,Psychic,12.367,290.4,549.2,2584
Starmie,Hidden Power,Psychic,12.367,290.4,549.2,2584
Starmie,Hidden Power,Psychic,12.367,290.4,549.2,2584
Starmie,Hidden Power,Psychic,12.367,290.4,549.2,2584
Starmie,Hidden Power,Psychic,12.367,290.4,549.2,2584
Starmie,Hidden Power,Psychic,12.367,290.4,549.2,2584
Starmie,Hidden Power,Psychic,12.367,290.4,549.2,2584
Starmie,Hidden Power,Psychic,12.367,290.4,549.2,2584
Gengar,Sucker Punch,Sludge Wave,12.98,251.1,549.1,2878
Scyther,Steel Wing,Bug Buzz,12.297,295.2,549,2706
Regice,Lock-On,Blizzard,10.443,481.3,548.2,3122
Mew,Frost Breath,Dazzling Gleam,10.997,412.1,548.1,3265
Mew,Infestation,Thunderbolt,10.997,412.1,548.1,3265
Mew,Frost Breath,Overheat,10.997,412.1,548,3265
Magneton,Thunder Shock,Zap Cannon,12.956,251.5,546.8,2485
Electabuzz,Thunder Shock,Thunderbolt,12.646,270.3,546.6,2334
Scyther,Steel Wing,Return,12.281,294.8,546.2,2706
Mew,Infestation,Surf,10.987,411.7,546.1,3265
Machamp,Bullet Punch,Rock Slide,11.943,320.2,545.4,3056
Jynx,Pound,Ice Punch,12.768,261.8,544.9,2555
Mew,Poison Jab,Ice Beam,10.976,411.3,543.8,3265
Piloswine,Powder Snow,Avalanche,12.085,308,543.6,2345
Ursaring,Counter,Close Combat,12.205,299,543.5,2945
Mew,Volt Switch,Grass Knot,10.972,411.2,543.2,3265
Mew,Volt Switch,Wild Charge,10.972,411.2,543.2,3265
Tangrowth,Infestation,Sludge Bomb,11.314,375,543.2,3030
Mew,Cut,Hyper Beam,10.963,410.9,541.4,3265
Donphan,Tackle,Play Rough,11.513,354.7,541.3,3013
Snorlax,Lick,Heavy Slam,10.525,463.7,540.6,3225
Piloswine,Ice Shard,Avalanche,12.067,307.5,540.3,2345
Venusaur,Razor Leaf,Petal Blizzard,11.679,339,540,2720
Snorlax,Zen Headbutt,Body Slam,10.519,463.4,539.5,3225
Snorlax,Lick,Earthquake,10.517,463.3,538.9,3225
Kingdra,Waterfall,Hydro Pump,11.731,333.5,538.4,2641
Flygon,Mud Shot,Earthquake,11.989,312.1,537.9,2661
Gengar,Hex,Focus Blast,12.911,249.8,537.7,2878
Zapdos,Thunder Shock,Ancient Power,11.493,354.1,537.6,3527
Zapdos,Thunder Shock,Ancient Power,11.493,354.1,537.6,3527
Porygon-Z,Charge Beam,Zap Cannon,12.182,297.1,537.1,3266
Staraptor,Quick Attack,Close Combat,12.373,283.5,536.9,2825
Meganium,Vine Whip,Solar Beam,11.482,354.5,536.7,2410
Gengar,Hex,Sludge Wave,12.9,249.6,535.9,2878
Kingdra,Water Gun,Hydro Pump,11.711,332.9,534.7,2641
Swampert,Water Gun,Muddy Water,11.397,360.6,533.8,2974
Aerodactyl,Steel Wing,Earth Power,12.105,299.7,531.6,2783
Deoxys (Normal Forme),Charge Beam,Psycho Boost,14.03,192.4,531.3,3160
Scyther,Fury Cutter,Aerial Ace,12.197,292.8,531.2,2706
Pinsir,Fury Cutter,Close Combat,12.153,295.7,530.9,2959
Walrein,Frost Breath,Blizzard,11.168,380.4,530,2726
Cacturne,Sucker Punch,Dynamic Punch,13.31,224.5,529.4,2298
Latias,Charm,Thunder,10.919,405.4,527.9,3510
Cloyster,Ice Shard,Avalanche,11.653,333.1,527.2,2547
Mew,Steel Wing,Stone Edge,10.882,407.8,525.6,3265
Heracross,Struggle Bug,Megahorn,11.743,324.1,524.8,3101
Cacturne,Sucker Punch,Dark Pulse,13.28,224,524.7,2298
Mew,Frost Breath,Thunderbolt,10.876,407.6,524.4,3265
Mew,Waterfall,Hyper Beam,10.874,407.5,524,3265
Lapras,Water Gun,Surf,10.813,414.1,523.6,2641
Omastar,Mud Shot,Rock Slide,11.686,327.6,522.8,2786
Leafeon,Quick Attack,Energy Ball,11.596,335.2,522.7,2944
Magneton,Spark,Zap Cannon,12.807,248.6,522.2,2485
Gardevoir,Charge Beam,Return,11.808,316.6,521.2,3093
Crobat,Air Slash,Shadow Ball,11.625,331.6,521,2646
Moltres,Ember,Ancient Power,11.457,346,520.3,3465
Mew,Steel Wing,Dark Pulse,10.847,406.5,518.7,3265
Mew,Frost Breath,Surf,10.846,406.5,518.7,3265
Magnezone,Charge Beam,Flash Cannon,11.606,331.3,518,3205
Golem,Mud Shot,Stone Edge,11.43,346.3,517.1,2949
Mew,Charge Beam,Solar Beam,10.836,406.1,516.7,3265
Tangela,Vine Whip,Solar Beam,12.277,279,516.3,2238
Snorlax,Zen Headbutt,Outrage,10.404,458.3,516.2,3225
Ursaring,Shadow Claw,Close Combat,12.047,295.1,515.9,2945
Luxray,Hidden Power,Hyper Beam,12.063,293.4,515.1,2888
Alolan Muk,Poison Jab,Sludge Wave,11.241,361.8,513.8,2757
Muk,Poison Jab,Sludge Wave,11.241,361.8,513.8,2757
Rapidash,Fire Spin,Fire Blast,12.379,270.7,513.4,2461
Nidoqueen,Poison Jab,Earthquake,11.536,334.1,512.9,2488
Mew,Shadow Claw,Stone Edge,10.815,405.3,512.8,3265
Mew,Dragon Tail,Stone Edge,10.814,405.3,512.6,3265
Rhydon,Rock Smash,Surf,11.248,360.1,512.5,3179
Celebi,Charge Beam,Dazzling Gleam,10.81,405.1,511.8,3265
Lucario,Bullet Punch,Flash Cannon,12.549,258.9,511.8,2703
Mew,Charge Beam,Dazzling Gleam,10.81,405.1,511.8,3265
Breloom,Bullet Seed,Sludge Bomb,12.851,241.1,511.6,2628
Mew,Dragon Tail,Dark Pulse,10.809,405.1,511.6,3265
Mew,Cut,Blizzard,10.806,404.9,510.9,3265
Mew,Cut,Focus Blast,10.802,404.8,510.3,3265
Aerodactyl,Steel Wing,Hyper Beam,11.981,296.6,510.1,2783
Armaldo,Struggle Bug,Rock Blast,11.869,305.1,510.1,2848
Scyther,Air Slash,Aerial Ace,12.073,289.8,510,2706
Jolteon,Volt Switch,Last Resort,12.025,292.6,508.9,2888
Vileplume,Acid,Petal Blizzard,11.97,296.3,508.2,2559
Mew,Infestation,Hyper Beam,10.786,404.2,507.3,3265
Mew,Steel Wing,Thunder,10.782,404.1,506.5,3265
Mew,Shadow Claw,Dark Pulse,10.782,404.1,506.5,3265
Feraligatr,Waterfall,Ice Beam,11.394,341.9,505.8,2857
Mew,Waterfall,Rock Slide,10.777,403.9,505.5,3265
Torterra,Bite,Return,11.158,363.1,504.5,2934
Grumpig,Extrasensory,Psychic,11.49,331.8,503.4,2369
Togekiss,Charm,Ancient Power,11.007,377.5,503.3,3332
Flygon,Dragon Tail,Stone Edge,11.789,306.9,502.9,2661
Omastar,Rock Throw,Ancient Power,11.568,324.3,502,2786
Gengar,Sucker Punch,Dark Pulse,12.688,245.5,501.5,2878
Jynx,Confusion,Focus Blast,12.505,256.4,501.5,2555
Mew,Struggle Bug,Dazzling Gleam,10.755,403,501.4,3265
Mew,Waterfall,Blizzard,10.753,403,501,3265
Infernape,Rock Smash,Solar Beam,12.173,277.7,500.8,2683
